url,team1,team2,team1_runs,team2_runs,team1_hits,team2_hits,team1_errors,team2_errors,total_pitchers_used,total_substitutions,winning_losing_saves_info,comeback_team,pre_runs,pre_innings,comeback_runs,comeback_innings,post_runs,post_innings
https://www.baseball-reference.com/boxes/ANA/ANA202504240.shtml,Pittsburgh Pirates,Los Angeles Angels,3,4,9,6,1,0,0,0,WP: Ryan Zeferjahn (2-0) • LP: Chase Shugart (1-1) • SV: Kenley Jansen (6),Los Angeles Angels,0,1,3,3,1,5
https://www.baseball-reference.com/boxes/SDN/SDN202409040.shtml,Detroit Tigers,San Diego Padres,0,1,5,6,7,10,0,0,WP: Jeremiah Estrada (5-2) • LP: Jason Foley (3-5) Winning Run scored with 2 outs,San Diego Padres,0,2,5,3,0,4
https://www.baseball-reference.com/boxes/LAN/LAN202408230.shtml,Tampa Bay Rays,Los Angeles Dodgers,3,7,8,9,0,2,0,0,WP: Michael Kopech (4-8) • LP: Manuel Rodríguez (2-3) Winning Run scored with 2 outs,Los Angeles Dodgers,0,2,3,3,4,4
https://www.baseball-reference.com/boxes/PHI/PHI202407280.shtml,Cleveland Guardians,Philadelphia Phillies,4,3,9,5,1,0,0,0,WP: Tim Herrin (4-0) • LP: José Alvarado (1-5) • SV: Emmanuel Clase (33),Cleveland Guardians,0,2,3,2,1,5
